agent,horizon,mission,seed,variant,action_cost,memory_staleness,mission_complete,progress,retries,safe,semantic_replans,steps,episode_id
open_loop,12,unpack,8401,novelty,12.0,5.5,False,0.3333333333333333,0,True,0,12,00476-s8401-unpack-h12-novelty-open_loop
live_memory,12,unpack,8401,novelty,12.0,0.0,False,0.3333333333333333,0,True,0,12,00477-s8401-unpack-h12-novelty-live_memory
lower_recovery,12,unpack,8401,novelty,14.5,0.0,False,0.3333333333333333,10,True,0,12,00478-s8401-unpack-h12-novelty-lower_recovery
full_hierarchy,12,unpack,8401,novelty,9.0,0.0,True,1.0,0,True,0,9,00479-s8401-unpack-h12-novelty-full_hierarchy
open_loop,16,unpack,8401,baseline,10.0,4.5,True,1.0,0,True,0,10,00480-s8401-unpack-h16-baseline-open_loop
live_memory,16,unpack,8401,baseline,10.0,0.0,True,1.0,0,True,0,10,00481-s8401-unpack-h16-baseline-live_memory
lower_recovery,16,unpack,8401,baseline,10.0,0.0,True,1.0,0,True,0,10,00482-s8401-unpack-h16-baseline-lower_recovery
full_hierarchy,16,unpack,8401,baseline,10.0,0.0,True,1.0,0,True,0,10,00483-s8401-unpack-h16-baseline-full_hierarchy
open_loop,16,unpack,8401,route,16.0,7.5,False,0.3333333333333333,0,True,0,16,00484-s8401-unpack-h16-route-open_loop
live_memory,16,unpack,8401,route,16.0,0.0,False,0.3333333333333333,0,True,0,16,00485-s8401-unpack-h16-route-live_memory
lower_recovery,16,unpack,8401,route,18.75,0.0,False,0.3333333333333333,11,True,0,16,00486-s8401-unpack-h16-route-lower_recovery
full_hierarchy,16,unpack,8401,route,18.75,0.0,False,0.3333333333333333,11,True,0,16,00487-s8401-unpack-h16-route-full_hierarchy
open_loop,16,unpack,8401,topology,11.0,5.0,True,1.0,0,True,0,11,00488-s8401-unpack-h16-topology-open_loop
live_memory,16,unpack,8401,topology,11.0,0.0,True,1.0,0,True,0,11,00489-s8401-unpack-h16-topology-live_memory
lower_recovery,16,unpack,8401,topology,11.0,0.0,True,1.0,0,True,0,11,00490-s8401-unpack-h16-topology-lower_recovery
full_hierarchy,16,unpack,8401,topology,11.0,0.0,True,1.0,0,True,0,11,00491-s8401-unpack-h16-topology-full_hierarchy
open_loop,16,unpack,8401,constraint,10.0,4.5,True,1.0,0,False,0,10,00492-s8401-unpack-h16-constraint-open_loop
live_memory,16,unpack,8401,constraint,10.0,0.0,True,1.0,0,False,0,10,00493-s8401-unpack-h16-constraint-live_memory
lower_recovery,16,unpack,8401,constraint,10.0,0.0,True,1.0,0,False,0,10,00494-s8401-unpack-h16-constraint-lower_recovery
full_hierarchy,16,unpack,8401,constraint,19.75,0.0,False,0.3333333333333333,15,True,0,16,00495-s8401-unpack-h16-constraint-full_hierarchy
open_loop,16,unpack,8401,disturbance,16.0,7.5,False,0.3333333333333333,0,True,0,16,00496-s8401-unpack-h16-disturbance-open_loop
live_memory,16,unpack,8401,disturbance,16.0,0.0,False,0.3333333333333333,0,True,0,16,00497-s8401-unpack-h16-disturbance-live_memory
lower_recovery,16,unpack,8401,disturbance,16.0,0.0,False,0.3333333333333333,0,True,0,16,00498-s8401-unpack-h16-disturbance-lower_recovery
full_hierarchy,16,unpack,8401,disturbance,16.0,0.0,False,0.3333333333333333,0,True,0,16,00499-s8401-unpack-h16-disturbance-full_hierarchy
open_loop,16,unpack,8401,intervention,16.0,7.5,False,0.3333333333333333,0,True,0,16,00500-s8401-unpack-h16-intervention-open_loop
live_memory,16,unpack,8401,intervention,16.0,0.0,False,0.3333333333333333,0,True,0,16,00501-s8401-unpack-h16-intervention-live_memory
lower_recovery,16,unpack,8401,intervention,17.75,0.0,False,0.3333333333333333,7,True,0,16,00502-s8401-unpack-h16-intervention-lower_recovery
full_hierarchy,16,unpack,8401,intervention,10.5,0.0,True,1.0,0,True,1,10,00503-s8401-unpack-h16-intervention-full_hierarchy
open_loop,16,unpack,8401,paraphrase,16.0,7.5,False,0.0,0,True,0,16,00504-s8401-unpack-h16-paraphrase-open_loop
live_memory,16,unpack,8401,paraphrase,10.0,0.0,True,1.0,0,True,0,10,00505-s8401-unpack-h16-paraphrase-live_memory
lower_recovery,16,unpack,8401,paraphrase,10.0,0.0,True,1.0,0,True,0,10,00506-s8401-unpack-h16-paraphrase-lower_recovery
full_hierarchy,16,unpack,8401,paraphrase,10.0,0.0,True,1.0,0,True,0,10,00507-s8401-unpack-h16-paraphrase-full_hierarchy
open_loop,16,unpack,8401,novelty,16.0,7.5,False,0.3333333333333333,0,True,0,16,00508-s8401-unpack-h16-novelty-open_loop
live_memory,16,unpack,8401,novelty,16.0,0.0,False,0.3333333333333333,0,True,0,16,00509-s8401-unpack-h16-novelty-live_memory
lower_recovery,16,unpack,8401,novelty,19.5,0.0,False,0.3333333333333333,14,True,0,16,00510-s8401-unpack-h16-novelty-lower_recovery
full_hierarchy,16,unpack,8401,novelty,11.0,0.0,True,1.0,0,True,0,11,00511-s8401-unpack-h16-novelty-full_hierarchy
open_loop,4,store,8401,baseline,4.0,1.5,True,1.0,0,True,0,4,00512-s8401-store-h4-baseline-open_loop
live_memory,4,store,8401,baseline,4.0,0.0,True,1.0,0,True,0,4,00513-s8401-store-h4-baseline-live_memory
lower_recovery,4,store,8401,baseline,4.0,0.0,True,1.0,0,True,0,4,00514-s8401-store-h4-baseline-lower_recovery
full_hierarchy,4,store,8401,baseline,4.0,0.0,True,1.0,0,True,0,4,00515-s8401-store-h4-baseline-full_hierarchy
open_loop,4,store,8401,route,4.0,1.5,False,0.3333333333333333,0,True,0,4,00516-s8401-store-h4-route-open_loop
live_memory,4,store,8401,route,4.0,0.0,False,0.3333333333333333,0,True,0,4,00517-s8401-store-h4-route-live_memory
lower_recovery,4,store,8401,route,4.75,0.0,False,0.3333333333333333,3,True,0,4,00518-s8401-store-h4-route-lower_recovery
full_hierarchy,4,store,8401,route,4.75,0.0,False,0.3333333333333333,3,True,0,4,00519-s8401-store-h4-route-full_hierarchy
open_loop,4,store,8401,topology,4.0,1.5,False,0.6666666666666666,0,True,0,4,00520-s8401-store-h4-topology-open_loop
live_memory,4,store,8401,topology,4.0,0.0,False,0.6666666666666666,0,True,0,4,00521-s8401-store-h4-topology-live_memory
lower_recovery,4,store,8401,topology,4.0,0.0,False,0.6666666666666666,0,True,0,4,00522-s8401-store-h4-topology-lower_recovery
full_hierarchy,4,store,8401,topology,4.0,0.0,False,0.6666666666666666,0,True,0,4,00523-s8401-store-h4-topology-full_hierarchy
open_loop,4,store,8401,constraint,4.0,1.5,True,1.0,0,False,0,4,00524-s8401-store-h4-constraint-open_loop
live_memory,4,store,8401,constraint,4.0,0.0,True,1.0,0,False,0,4,00525-s8401-store-h4-constraint-live_memory
lower_recovery,4,store,8401,constraint,4.0,0.0,True,1.0,0,False,0,4,00526-s8401-store-h4-constraint-lower_recovery
full_hierarchy,4,store,8401,constraint,4.75,0.0,False,0.3333333333333333,3,True,0,4,00527-s8401-store-h4-constraint-full_hierarchy
open_loop,4,store,8401,disturbance,4.0,1.5,False,0.3333333333333333,0,True,0,4,00528-s8401-store-h4-disturbance-open_loop
live_memory,4,store,8401,disturbance,4.0,0.0,False,0.3333333333333333,0,True,0,4,00529-s8401-store-h4-disturbance-live_memory
lower_recovery,4,store,8401,disturbance,4.0,0.0,False,0.3333333333333333,0,True,0,4,00530-s8401-store-h4-disturbance-lower_recovery
full_hierarchy,4,store,8401,disturbance,4.0,0.0,False,0.3333333333333333,0,True,0,4,00531-s8401-store-h4-disturbance-full_hierarchy
open_loop,4,store,8401,intervention,4.0,1.5,False,0.3333333333333333,0,True,0,4,00532-s8401-store-h4-intervention-open_loop
live_memory,4,store,8401,intervention,4.0,0.0,False,0.3333333333333333,0,True,0,4,00533-s8401-store-h4-intervention-live_memory
lower_recovery,4,store,8401,intervention,4.25,0.0,False,0.3333333333333333,1,True,0,4,00534-s8401-store-h4-intervention-lower_recovery
full_hierarchy,4,store,8401,intervention,4.5,0.0,True,1.0,0,True,1,4,00535-s8401-store-h4-intervention-full_hierarchy
open_loop,4,store,8401,paraphrase,4.0,1.5,False,0.0,0,True,0,4,00536-s8401-store-h4-paraphrase-open_loop
live_memory,4,store,8401,paraphrase,4.0,0.0,True,1.0,0,True,0,4,00537-s8401-store-h4-paraphrase-live_memory
lower_recovery,4,store,8401,paraphrase,4.0,0.0,True,1.0,0,True,0,4,00538-s8401-store-h4-paraphrase-lower_recovery
full_hierarchy,4,store,8401,paraphrase,4.0,0.0,True,1.0,0,True,0,4,00539-s8401-store-h4-paraphrase-full_hierarchy
open_loop,4,store,8401,novelty,4.0,1.5,False,0.3333333333333333,0,True,0,4,00540-s8401-store-h4-novelty-open_loop
live_memory,4,store,8401,novelty,4.0,0.0,False,0.3333333333333333,0,True,0,4,00541-s8401-store-h4-novelty-live_memory
lower_recovery,4,store,8401,novelty,4.75,0.0,False,0.3333333333333333,3,True,0,4,00542-s8401-store-h4-novelty-lower_recovery
full_hierarchy,4,store,8401,novelty,4.0,0.0,False,0.6666666666666666,0,True,0,4,00543-s8401-store-h4-novelty-full_hierarchy
open_loop,8,store,8401,baseline,6.0,2.5,True,1.0,0,True,0,6,00544-s8401-store-h8-baseline-open_loop
live_memory,8,store,8401,baseline,6.0,0.0,True,1.0,0,True,0,6,00545-s8401-store-h8-baseline-live_memory
lower_recovery,8,store,8401,baseline,6.0,0.0,True,1.0,0,True,0,6,00546-s8401-store-h8-baseline-lower_recovery
full_hierarchy,8,store,8401,baseline,6.0,0.0,True,1.0,0,True,0,6,00547-s8401-store-h8-baseline-full_hierarchy
open_loop,8,store,8401,route,8.0,3.5,False,0.3333333333333333,0,True,0,8,00548-s8401-store-h8-route-open_loop
live_memory,8,store,8401,route,8.0,0.0,False,0.3333333333333333,0,True,0,8,00549-s8401-store-h8-route-live_memory
lower_recovery,8,store,8401,route,9.5,0.0,False,0.3333333333333333,6,True,0,8,00550-s8401-store-h8-route-lower_recovery
full_hierarchy,8,store,8401,route,9.5,0.0,False,0.3333333333333333,6,True,0,8,00551-s8401-store-h8-route-full_hierarchy
open_loop,8,store,8401,topology,7.0,3.0,True,1.0,0,True,0,7,00552-s8401-store-h8-topology-open_loop
live_memory,8,store,8401,topology,7.0,0.0,True,1.0,0,True,0,7,00553-s8401-store-h8-topology-live_memory
lower_recovery,8,store,8401,topology,7.0,0.0,True,1.0,0,True,0,7,00554-s8401-store-h8-topology-lower_recovery
full_hierarchy,8,store,8401,topology,7.0,0.0,True,1.0,0,True,0,7,00555-s8401-store-h8-topology-full_hierarchy
open_loop,8,store,8401,constraint,6.0,2.5,True,1.0,0,False,0,6,00556-s8401-store-h8-constraint-open_loop
live_memory,8,store,8401,constraint,6.0,0.0,True,1.0,0,False,0,6,00557-s8401-store-h8-constraint-live_memory
lower_recovery,8,store,8401,constraint,6.0,0.0,True,1.0,0,False,0,6,00558-s8401-store-h8-constraint-lower_recovery
full_hierarchy,8,store,8401,constraint,9.75,0.0,False,0.3333333333333333,7,True,0,8,00559-s8401-store-h8-constraint-full_hierarchy
open_loop,8,store,8401,disturbance,8.0,3.5,False,0.3333333333333333,0,True,0,8,00560-s8401-store-h8-disturbance-open_loop
live_memory,8,store,8401,disturbance,8.0,0.0,False,0.3333333333333333,0,True,0,8,00561-s8401-store-h8-disturbance-live_memory
lower_recovery,8,store,8401,disturbance,8.0,0.0,False,0.3333333333333333,0,True,0,8,00562-s8401-store-h8-disturbance-lower_recovery
full_hierarchy,8,store,8401,disturbance,8.0,0.0,False,0.3333333333333333,0,True,0,8,00563-s8401-store-h8-disturbance-full_hierarchy
open_loop,8,store,8401,intervention,8.0,3.5,False,0.3333333333333333,0,True,0,8,00564-s8401-store-h8-intervention-open_loop
live_memory,8,store,8401,intervention,8.0,0.0,False,0.3333333333333333,0,True,0,8,00565-s8401-store-h8-intervention-live_memory
lower_recovery,8,store,8401,intervention,8.75,0.0,False,0.3333333333333333,3,True,0,8,00566-s8401-store-h8-intervention-lower_recovery
full_hierarchy,8,store,8401,intervention,6.5,0.0,True,1.0,0,True,1,6,00567-s8401-store-h8-intervention-full_hierarchy
open_loop,8,store,8401,paraphrase,8.0,3.5,False,0.0,0,True,0,8,00568-s8401-store-h8-paraphrase-open_loop
live_memory,8,store,8401,paraphrase,6.0,0.0,True,1.0,0,True,0,6,00569-s8401-store-h8-paraphrase-live_memory
lower_recovery,8,store,8401,paraphrase,6.0,0.0,True,1.0,0,True,0,6,00570-s8401-store-h8-paraphrase-lower_recovery
full_hierarchy,8,store,8401,paraphrase,6.0,0.0,True,1.0,0,True,0,6,00571-s8401-store-h8-paraphrase-full_hierarchy
open_loop,8,store,8401,novelty,8.0,3.5,False,0.3333333333333333,0,True,0,8,00572-s8401-store-h8-novelty-open_loop
live_memory,8,store,8401,novelty,8.0,0.0,False,0.3333333333333333,0,True,0,8,00573-s8401-store-h8-novelty-live_memory
lower_recovery,8,store,8401,novelty,9.5,0.0,False,0.3333333333333333,6,True,0,8,00574-s8401-store-h8-novelty-lower_recovery
full_hierarchy,8,store,8401,novelty,7.0,0.0,True,1.0,0,True,0,7,00575-s8401-store-h8-novelty-full_hierarchy
open_loop,12,store,8401,baseline,8.0,3.5,True,1.0,0,True,0,8,00576-s8401-store-h12-baseline-open_loop
live_memory,12,store,8401,baseline,8.0,0.0,True,1.0,0,True,0,8,00577-s8401-store-h12-baseline-live_memory
lower_recovery,12,store,8401,baseline,8.0,0.0,True,1.0,0,True,0,8,00578-s8401-store-h12-baseline-lower_recovery
full_hierarchy,12,store,8401,baseline,8.0,0.0,True,1.0,0,True,0,8,00579-s8401-store-h12-baseline-full_hierarchy
open_loop,12,store,8401,route,12.0,5.5,False,0.3333333333333333,0,True,0,12,00580-s8401-store-h12-route-open_loop
live_memory,12,store,8401,route,12.0,0.0,False,0.3333333333333333,0,True,0,12,00581-s8401-store-h12-route-live_memory
lower_recovery,12,store,8401,route,14.0,0.0,False,0.3333333333333333,8,True,0,12,00582-s8401-store-h12-route-lower_recovery
full_hierarchy,12,store,8401,route,14.0,0.0,False,0.3333333333333333,8,True,0,12,00583-s8401-store-h12-route-full_hierarchy
open_loop,12,store,8401,topology,9.0,4.0,True,1.0,0,True,0,9,00584-s8401-store-h12-topology-open_loop
live_memory,12,store,8401,topology,9.0,0.0,True,1.0,0,True,0,9,00585-s8401-store-h12-topology-live_memory
lower_recovery,12,store,8401,topology,9.0,0.0,True,1.0,0,True,0,9,00586-s8401-store-h12-topology-lower_recovery
full_hierarchy,12,store,8401,topology,9.0,0.0,True,1.0,0,True,0,9,00587-s8401-store-h12-topology-full_hierarchy
open_loop,12,store,8401,constraint,8.0,3.5,True,1.0,0,False,0,8,00588-s8401-store-h12-constraint-open_loop
live_memory,12,store,8401,constraint,8.0,0.0,True,1.0,0,False,0,8,00589-s8401-store-h12-constraint-live_memory
lower_recovery,12,store,8401,constraint,8.0,0.0,True,1.0,0,False,0,8,00590-s8401-store-h12-constraint-lower_recovery
full_hierarchy,12,store,8401,constraint,14.75,0.0,False,0.3333333333333333,11,True,0,12,00591-s8401-store-h12-constraint-full_hierarchy
open_loop,12,store,8401,disturbance,12.0,5.5,False,0.3333333333333333,0,True,0,12,00592-s8401-store-h12-disturbance-open_loop
live_memory,12,store,8401,disturbance,12.0,0.0,False,0.3333333333333333,0,True,0,12,00593-s8401-store-h12-disturbance-live_memory
lower_recovery,12,store,8401,disturbance,12.0,0.0,False,0.3333333333333333,0,True,0,12,00594-s8401-store-h12-disturbance-lower_recovery
full_hierarchy,12,store,8401,disturbance,12.0,0.0,False,0.3333333333333333,0,True,0,12,00595-s8401-store-h12-disturbance-full_hierarchy
open_loop,12,store,8401,intervention,12.0,5.5,False,0.3333333333333333,0,True,0,12,00596-s8401-store-h12-intervention-open_loop
live_memory,12,store,8401,intervention,12.0,0.0,False,0.3333333333333333,0,True,0,12,00597-s8401-store-h12-intervention-live_memory
lower_recovery,12,store,8401,intervention,13.25,0.0,False,0.3333333333333333,5,True,0,12,00598-s8401-store-h12-intervention-lower_recovery
full_hierarchy,12,store,8401,intervention,8.5,0.0,True,1.0,0,True,1,8,00599-s8401-store-h12-intervention-full_hierarchy
open_loop,12,store,8401,paraphrase,12.0,5.5,False,0.0,0,True,0,12,00600-s8401-store-h12-paraphrase-open_loop
live_memory,12,store,8401,paraphrase,8.0,0.0,True,1.0,0,True,0,8,00601-s8401-store-h12-paraphrase-live_memory
lower_recovery,12,store,8401,paraphrase,8.0,0.0,True,1.0,0,True,0,8,00602-s8401-store-h12-paraphrase-lower_recovery
full_hierarchy,12,store,8401,paraphrase,8.0,0.0,True,1.0,0,True,0,8,00603-s8401-store-h12-paraphrase-full_hierarchy
open_loop,12,store,8401,novelty,12.0,5.5,False,0.3333333333333333,0,True,0,12,00604-s8401-store-h12-novelty-open_loop
live_memory,12,store,8401,novelty,12.0,0.0,False,0.3333333333333333,0,True,0,12,00605-s8401-store-h12-novelty-live_memory
lower_recovery,12,store,8401,novelty,14.5,0.0,False,0.3333333333333333,10,True,0,12,00606-s8401-store-h12-novelty-lower_recovery
full_hierarchy,12,store,8401,novelty,9.0,0.0,True,1.0,0,True,0,9,00607-s8401-store-h12-novelty-full_hierarchy
open_loop,16,store,8401,baseline,10.0,4.5,True,1.0,0,True,0,10,00608-s8401-store-h16-baseline-open_loop
live_memory,16,store,8401,baseline,10.0,0.0,True,1.0,0,True,0,10,00609-s8401-store-h16-baseline-live_memory
lower_recovery,16,store,8401,baseline,10.0,0.0,True,1.0,0,True,0,10,00610-s8401-store-h16-baseline-lower_recovery
full_hierarchy,16,store,8401,baseline,10.0,0.0,True,1.0,0,True,0,10,00611-s8401-store-h16-baseline-full_hierarchy
open_loop,16,store,8401,route,16.0,7.5,False,0.3333333333333333,0,True,0,16,00612-s8401-store-h16-route-open_loop
live_memory,16,store,8401,route,16.0,0.0,False,0.3333333333333333,0,True,0,16,00613-s8401-store-h16-route-live_memory
lower_recovery,16,store,8401,route,18.75,0.0,False,0.3333333333333333,11,True,0,16,00614-s8401-store-h16-route-lower_recovery
full_hierarchy,16,store,8401,route,18.75,0.0,False,0.3333333333333333,11,True,0,16,00615-s8401-store-h16-route-full_hierarchy
open_loop,16,store,8401,topology,11.0,5.0,True,1.0,0,True,0,11,00616-s8401-store-h16-topology-open_loop
live_memory,16,store,8401,topology,11.0,0.0,True,1.0,0,True,0,11,00617-s8401-store-h16-topology-live_memory
lower_recovery,16,store,8401,topology,11.0,0.0,True,1.0,0,True,0,11,00618-s8401-store-h16-topology-lower_recovery
full_hierarchy,16,store,8401,topology,11.0,0.0,True,1.0,0,True,0,11,00619-s8401-store-h16-topology-full_hierarchy
open_loop,16,store,8401,constraint,10.0,4.5,True,1.0,0,False,0,10,00620-s8401-store-h16-constraint-open_loop
live_memory,16,store,8401,constraint,10.0,0.0,True,1.0,0,False,0,10,00621-s8401-store-h16-constraint-live_memory
lower_recovery,16,store,8401,constraint,10.0,0.0,True,1.0,0,False,0,10,00622-s8401-store-h16-constraint-lower_recovery
full_hierarchy,16,store,8401,constraint,19.75,0.0,False,0.3333333333333333,15,True,0,16,00623-s8401-store-h16-constraint-full_hierarchy
open_loop,16,store,8401,disturbance,16.0,7.5,False,0.3333333333333333,0,True,0,16,00624-s8401-store-h16-disturbance-open_loop
live_memory,16,store,8401,disturbance,16.0,0.0,False,0.3333333333333333,0,True,0,16,00625-s8401-store-h16-disturbance-live_memory
lower_recovery,16,store,8401,disturbance,16.0,0.0,False,0.3333333333333333,0,True,0,16,00626-s8401-store-h16-disturbance-lower_recovery
full_hierarchy,16,store,8401,disturbance,16.0,0.0,False,0.3333333333333333,0,True,0,16,00627-s8401-store-h16-disturbance-full_hierarchy
open_loop,16,store,8401,intervention,16.0,7.5,False,0.3333333333333333,0,True,0,16,00628-s8401-store-h16-intervention-open_loop
live_memory,16,store,8401,intervention,16.0,0.0,False,0.3333333333333333,0,True,0,16,00629-s8401-store-h16-intervention-live_memory
lower_recovery,16,store,8401,intervention,17.75,0.0,False,0.3333333333333333,7,True,0,16,00630-s8401-store-h16-intervention-lower_recovery
full_hierarchy,16,store,8401,intervention,10.5,0.0,True,1.0,0,True,1,10,00631-s8401-store-h16-intervention-full_hierarchy
open_loop,16,store,8401,paraphrase,16.0,7.5,False,0.0,0,True,0,16,00632-s8401-store-h16-paraphrase-open_loop
live_memory,16,store,8401,paraphrase,10.0,0.0,True,1.0,0,True,0,10,00633-s8401-store-h16-paraphrase-live_memory
lower_recovery,16,store,8401,paraphrase,10.0,0.0,True,1.0,0,True,0,10,00634-s8401-store-h16-paraphrase-lower_recovery
full_hierarchy,16,store,8401,paraphrase,10.0,0.0,True,1.0,0,True,0,10,00635-s8401-store-h16-paraphrase-full_hierarchy
open_loop,16,store,8401,novelty,16.0,7.5,False,0.3333333333333333,0,True,0,16,00636-s8401-store-h16-novelty-open_loop
live_memory,16,store,8401,novelty,16.0,0.0,False,0.3333333333333333,0,True,0,16,00637-s8401-store-h16-novelty-live_memory
lower_recovery,16,store,8401,novelty,19.5,0.0,False,0.3333333333333333,14,True,0,16,00638-s8401-store-h16-novelty-lower_recovery
full_hierarchy,16,store,8401,novelty,11.0,0.0,True,1.0,0,True,0,11,00639-s8401-store-h16-novelty-full_hierarchy
open_loop,4,rearrange,8401,baseline,4.0,1.5,True,1.0,0,True,0,4,00640-s8401-rearrange-h4-baseline-open_loop
live_memory,4,rearrange,8401,baseline,4.0,0.0,True,1.0,0,True,0,4,00641-s8401-rearrange-h4-baseline-live_memory
lower_recovery,4,rearrange,8401,baseline,4.0,0.0,True,1.0,0,True,0,4,00642-s8401-rearrange-h4-baseline-lower_recovery
full_hierarchy,4,rearrange,8401,baseline,4.0,0.0,True,1.0,0,True,0,4,00643-s8401-rearrange-h4-baseline-full_hierarchy
open_loop,4,rearrange,8401,route,4.0,1.5,False,0.3333333333333333,0,True,0,4,00644-s8401-rearrange-h4-route-open_loop
live_memory,4,rearrange,8401,route,4.0,0.0,False,0.3333333333333333,0,True,0,4,00645-s8401-rearrange-h4-route-live_memory
lower_recovery,4,rearrange,8401,route,4.75,0.0,False,0.3333333333333333,3,True,0,4,00646-s8401-rearrange-h4-route-lower_recovery
full_hierarchy,4,rearrange,8401,route,4.75,0.0,False,0.3333333333333333,3,True,0,4,00647-s8401-rearrange-h4-route-full_hierarchy
open_loop,4,rearrange,8401,topology,4.0,1.5,False,0.6666666666666666,0,True,0,4,00648-s8401-rearrange-h4-topology-open_loop
live_memory,4,rearrange,8401,topology,4.0,0.0,False,0.6666666666666666,0,True,0,4,00649-s8401-rearrange-h4-topology-live_memory
lower_recovery,4,rearrange,8401,topology,4.0,0.0,False,0.6666666666666666,0,True,0,4,00650-s8401-rearrange-h4-topology-lower_recovery
full_hierarchy,4,rearrange,8401,topology,4.0,0.0,False,0.6666666666666666,0,True,0,4,00651-s8401-rearrange-h4-topology-full_hierarchy
open_loop,4,rearrange,8401,constraint,4.0,1.5,True,1.0,0,False,0,4,00652-s8401-rearrange-h4-constraint-open_loop
live_memory,4,rearrange,8401,constraint,4.0,0.0,True,1.0,0,False,0,4,00653-s8401-rearrange-h4-constraint-live_memory
lower_recovery,4,rearrange,8401,constraint,4.0,0.0,True,1.0,0,False,0,4,00654-s8401-rearrange-h4-constraint-lower_recovery
full_hierarchy,4,rearrange,8401,constraint,4.75,0.0,False,0.3333333333333333,3,True,0,4,00655-s8401-rearrange-h4-constraint-full_hierarchy
open_loop,4,rearrange,8401,disturbance,4.0,1.5,False,0.3333333333333333,0,True,0,4,00656-s8401-rearrange-h4-disturbance-open_loop
live_memory,4,rearrange,8401,disturbance,4.0,0.0,False,0.3333333333333333,0,True,0,4,00657-s8401-rearrange-h4-disturbance-live_memory
lower_recovery,4,rearrange,8401,disturbance,4.0,0.0,False,0.3333333333333333,0,True,0,4,00658-s8401-rearrange-h4-disturbance-lower_recovery
full_hierarchy,4,rearrange,8401,disturbance,4.0,0.0,False,0.3333333333333333,0,True,0,4,00659-s8401-rearrange-h4-disturbance-full_hierarchy
open_loop,4,rearrange,8401,intervention,4.0,1.5,False,0.3333333333333333,0,True,0,4,00660-s8401-rearrange-h4-intervention-open_loop
live_memory,4,rearrange,8401,intervention,4.0,0.0,False,0.3333333333333333,0,True,0,4,00661-s8401-rearrange-h4-intervention-live_memory
lower_recovery,4,rearrange,8401,intervention,4.25,0.0,False,0.3333333333333333,1,True,0,4,00662-s8401-rearrange-h4-intervention-lower_recovery
full_hierarchy,4,rearrange,8401,intervention,4.5,0.0,True,1.0,0,True,1,4,00663-s8401-rearrange-h4-intervention-full_hierarchy
open_loop,4,rearrange,8401,paraphrase,4.0,1.5,False,0.0,0,True,0,4,00664-s8401-rearrange-h4-paraphrase-open_loop
live_memory,4,rearrange,8401,paraphrase,4.0,0.0,True,1.0,0,True,0,4,00665-s8401-rearrange-h4-paraphrase-live_memory
lower_recovery,4,rearrange,8401,paraphrase,4.0,0.0,True,1.0,0,True,0,4,00666-s8401-rearrange-h4-paraphrase-lower_recovery
full_hierarchy,4,rearrange,8401,paraphrase,4.0,0.0,True,1.0,0,True,0,4,00667-s8401-rearrange-h4-paraphrase-full_hierarchy
open_loop,4,rearrange,8401,novelty,4.0,1.5,False,0.3333333333333333,0,True,0,4,00668-s8401-rearrange-h4-novelty-open_loop
live_memory,4,rearrange,8401,novelty,4.0,0.0,False,0.3333333333333333,0,True,0,4,00669-s8401-rearrange-h4-novelty-live_memory
lower_recovery,4,rearrange,8401,novelty,4.75,0.0,False,0.3333333333333333,3,True,0,4,00670-s8401-rearrange-h4-novelty-lower_recovery
full_hierarchy,4,rearrange,8401,novelty,4.0,0.0,False,0.6666666666666666,0,True,0,4,00671-s8401-rearrange-h4-novelty-full_hierarchy
open_loop,8,rearrange,8401,baseline,6.0,2.5,True,1.0,0,True,0,6,00672-s8401-rearrange-h8-baseline-open_loop
live_memory,8,rearrange,8401,baseline,6.0,0.0,True,1.0,0,True,0,6,00673-s8401-rearrange-h8-baseline-live_memory
lower_recovery,8,rearrange,8401,baseline,6.0,0.0,True,1.0,0,True,0,6,00674-s8401-rearrange-h8-baseline-lower_recovery
full_hierarchy,8,rearrange,8401,baseline,6.0,0.0,True,1.0,0,True,0,6,00675-s8401-rearrange-h8-baseline-full_hierarchy
open_loop,8,rearrange,8401,route,8.0,3.5,False,0.3333333333333333,0,True,0,8,00676-s8401-rearrange-h8-route-open_loop
live_memory,8,rearrange,8401,route,8.0,0.0,False,0.3333333333333333,0,True,0,8,00677-s8401-rearrange-h8-route-live_memory
lower_recovery,8,rearrange,8401,route,9.5,0.0,False,0.3333333333333333,6,True,0,8,00678-s8401-rearrange-h8-route-lower_recovery
full_hierarchy,8,rearrange,8401,route,9.5,0.0,False,0.3333333333333333,6,True,0,8,00679-s8401-rearrange-h8-route-full_hierarchy
open_loop,8,rearrange,8401,topology,7.0,3.0,True,1.0,0,True,0,7,00680-s8401-rearrange-h8-topology-open_loop
live_memory,8,rearrange,8401,topology,7.0,0.0,True,1.0,0,True,0,7,00681-s8401-rearrange-h8-topology-live_memory
lower_recovery,8,rearrange,8401,topology,7.0,0.0,True,1.0,0,True,0,7,00682-s8401-rearrange-h8-topology-lower_recovery
full_hierarchy,8,rearrange,8401,topology,7.0,0.0,True,1.0,0,True,0,7,00683-s8401-rearrange-h8-topology-full_hierarchy
open_loop,8,rearrange,8401,constraint,6.0,2.5,True,1.0,0,False,0,6,00684-s8401-rearrange-h8-constraint-open_loop
live_memory,8,rearrange,8401,constraint,6.0,0.0,True,1.0,0,False,0,6,00685-s8401-rearrange-h8-constraint-live_memory
lower_recovery,8,rearrange,8401,constraint,6.0,0.0,True,1.0,0,False,0,6,00686-s8401-rearrange-h8-constraint-lower_recovery
