run,seed,mission,case_sha256,event_stratum,event_count,event_types_json,event_payloads_json,history_present,history_event_count,instruction,case_source_path,variant,outcome_sha256,success,terminal_reason,target_id,invalid_initial_plan,forbidden_region_violations,invalid_affordance_choices,replanned,stale_belief_failures,replanning_latency_us,route_cost_m,context_fact_count,geometry_query_count,semantic_query_count,planning_operations,initial_route_json,final_route_json,actions_json,outcome_source_path
a,110,REPLAN_ON_RESTRICTION,a01d054ef27db66ad2abdd11b1767992f977cbb34c1cc571afec2adbffd9d6bd,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T2,04095a034875292586cdfb75eecfa5f556a445b893a6cdd81b5277329fee127c,false,FORBIDDEN_REGION,Valve7,true,1,0,true,0,35,11.0,13,1,1,12,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""CorridorA"",""RestrictedLab""]","[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""TRAVERSE:CorridorA"",""TRAVERSE:RestrictedLab"",""FAIL:FORBIDDEN_REGION""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,110,REPLAN_ON_RESTRICTION,a01d054ef27db66ad2abdd11b1767992f977cbb34c1cc571afec2adbffd9d6bd,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3,5174b22872ba6242de9e71b7f2d2cd3f619820cbd8b4b145dbcdd9fb680faaa6,false,NO_ROUTE,Valve7,false,0,0,true,0,35,0.0,15,1,1,13,"[""Lobby"",""ElectricalRoom"",""RestrictedLab""]",[],"[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""FAIL:NO_ROUTE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,110,REPLAN_ON_RESTRICTION,a01d054ef27db66ad2abdd11b1767992f977cbb34c1cc571afec2adbffd9d6bd,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4,3847921794c8fbfb560245ed95b280e4345dabd6b758e93463f34cdb300bd296,false,NO_ROUTE,Valve7,false,0,0,true,0,35,0.0,15,1,1,13,"[""Lobby"",""ElectricalRoom"",""RestrictedLab""]",[],"[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""FAIL:NO_ROUTE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,110,STORE_CARRIED_TOOL,500ffb8e83898482cc34c09177bd4f426aaaabaffc5e1989041e2b2684b438e2,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T0,496ab0c7192c543bfee90304d6925177dad3af5ab0f4151caa49c1928ccf00d4,false,INVALID_AFFORDANCE,ChargerLobby,false,0,1,false,0,0,0.0,15,1,0,1,"[""Lobby"",""Lobby""]","[""Lobby"",""Lobby""]","[""TRAVERSE:Lobby"",""FAIL:INVALID_AFFORDANCE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,110,STORE_CARRIED_TOOL,500ffb8e83898482cc34c09177bd4f426aaaabaffc5e1989041e2b2684b438e2,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T1,52b24fee126b4fd9950c7d601917882d048e73d02f01faf1cc42a5f773f41c53,false,INVALID_AFFORDANCE,ChargerLobby,false,0,1,true,0,7,0.0,21,1,0,2,"[""Lobby""]","[""Lobby""]","[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""FAIL:INVALID_AFFORDANCE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,110,STORE_CARRIED_TOOL,500ffb8e83898482cc34c09177bd4f426aaaabaffc5e1989041e2b2684b438e2,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T2,b877bc18403942f7da9dd50744f77aa5d28cbafcd1a3d15cf663b89fd30ac96a,false,UNSAFE_STORAGE,ToolCabinetLobby,false,0,0,true,0,7,0.0,13,1,1,2,"[""Lobby""]","[""Lobby""]","[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""FAIL:UNSAFE_STORAGE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,110,STORE_CARRIED_TOOL,500ffb8e83898482cc34c09177bd4f426aaaabaffc5e1989041e2b2684b438e2,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3,3cce79c26cb3e9ed78b33184a19a960d499b6d540c74a2c215a3ab01196d4d7d,false,NO_ROUTE,ToolCabinetElectrical,false,0,0,true,0,35,0.0,15,1,1,8,"[""Lobby"",""ElectricalRoom""]",[],"[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""FAIL:NO_ROUTE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,110,STORE_CARRIED_TOOL,500ffb8e83898482cc34c09177bd4f426aaaabaffc5e1989041e2b2684b438e2,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4,b0e287d5ea7228628dacd422d3530c69299b65adcb4a5a4affe14f9bac5ff5ab,false,NO_ROUTE,ToolCabinetElectrical,false,0,0,true,0,35,0.0,16,1,1,8,"[""Lobby"",""ElectricalRoom""]",[],"[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""FAIL:NO_ROUTE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,INSPECT_NEAREST_COOLANT,43af612c2eb263377f0abde909414f4673b865e793a95427002b562aa037b481,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T0,45ba6950e3acb449d9ec32c2bb431d999a4447fbfd9a26d40e7d1e77fce30edc,false,INVALID_AFFORDANCE,ToolCabinetLobby,false,0,1,false,0,0,0.0,15,1,0,1,"[""Lobby"",""Lobby""]","[""Lobby"",""Lobby""]","[""TRAVERSE:Lobby"",""FAIL:INVALID_AFFORDANCE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,INSPECT_NEAREST_COOLANT,43af612c2eb263377f0abde909414f4673b865e793a95427002b562aa037b481,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T1,e468111c49989e32effd74a342fcf1b9f30327aef9307c3678769005430c83ac,false,INVALID_AFFORDANCE,ToolCabinetLobby,false,0,1,false,0,0,0.0,21,1,0,1,"[""Lobby""]","[""Lobby""]","[""FAIL:INVALID_AFFORDANCE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,INSPECT_NEAREST_COOLANT,43af612c2eb263377f0abde909414f4673b865e793a95427002b562aa037b481,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T2,f23142fa1b2b546a396b47b6b88ccda1339e3ae7c6ebd478f4825993cfe98925,false,STALE_GEOMETRY,Valve3,true,0,0,false,1,0,10.0,13,1,1,6,"[""Lobby"",""CorridorA"",""PumpRoom""]","[""Lobby"",""CorridorA"",""PumpRoom""]","[""TRAVERSE:CorridorA"",""TRAVERSE:PumpRoom"",""FAIL:STALE_GEOMETRY""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,INSPECT_NEAREST_COOLANT,43af612c2eb263377f0abde909414f4673b865e793a95427002b562aa037b481,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3,56364e5e84e03a76c11e46dfa8649535f3cf3728b3c5fcad59eee2b2fc7e1ee7,false,NO_ROUTE,Valve3,true,0,0,false,0,0,0.0,15,2,1,5,[],[],"[""REFRESH_GEOMETRY:Valve3"",""FAIL:NO_ROUTE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,INSPECT_NEAREST_COOLANT,43af612c2eb263377f0abde909414f4673b865e793a95427002b562aa037b481,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4,dbf1f8ed34b23453c0456d6a283ff93dc6d567ed07ba9643c1fc600bf10c30e2,false,NO_ROUTE,Valve3,true,0,0,false,0,0,0.0,15,2,1,5,[],[],"[""REFRESH_GEOMETRY:Valve3"",""FAIL:NO_ROUTE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,INSPECT_VALVE7_WITH_ALTERNATE,c49d0211ccf85a1417ff520c3253a86a1d8112d6f1cde44719f17823a951c906,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T0,c9a77c5fedf9a3fa99a7ca396995db5b42f65efebea1d0b206813885c712734e,false,GEOMETRY_COLLISION,Valve7,true,0,0,false,0,0,11.509786152867147,15,1,0,1,"[""Lobby"",""RestrictedLab""]","[""Lobby"",""RestrictedLab""]","[""TRAVERSE:RestrictedLab"",""FAIL:GEOMETRY_COLLISION""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,INSPECT_VALVE7_WITH_ALTERNATE,c49d0211ccf85a1417ff520c3253a86a1d8112d6f1cde44719f17823a951c906,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T1,87f859c8a0f067fb2896b0b1b27311867761bc83841838dc8caedb8aa9934e77,true,SUCCESS,Valve7,false,0,0,false,0,0,11.0,21,1,0,7,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""CorridorA"",""RestrictedLab""]","[""TRAVERSE:CorridorA"",""TRAVERSE:RestrictedLab"",""ACT:Valve7""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,INSPECT_VALVE7_WITH_ALTERNATE,c49d0211ccf85a1417ff520c3253a86a1d8112d6f1cde44719f17823a951c906,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T2,4594be3d859a03d354326bbe6cf762a6b72e01307d39fd6385a20a67c634bd6a,true,SUCCESS,Valve7,false,0,0,false,0,0,11.0,13,1,1,7,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""CorridorA"",""RestrictedLab""]","[""TRAVERSE:CorridorA"",""TRAVERSE:RestrictedLab"",""ACT:Valve7""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,INSPECT_VALVE7_WITH_ALTERNATE,c49d0211ccf85a1417ff520c3253a86a1d8112d6f1cde44719f17823a951c906,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3,68bb48db3ac8bf45a89a56239013372f8cb9c774048856be522d909a5df7139d,true,SUCCESS,Valve7,false,0,0,false,0,0,11.0,15,1,1,7,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""CorridorA"",""RestrictedLab""]","[""TRAVERSE:CorridorA"",""TRAVERSE:RestrictedLab"",""ACT:Valve7""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,INSPECT_VALVE7_WITH_ALTERNATE,c49d0211ccf85a1417ff520c3253a86a1d8112d6f1cde44719f17823a951c906,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4,17944966b2c6daaa037fdd466b4172df1f805cb3c4ab1e1dc8449b3dd9923030,true,SUCCESS,Valve7,false,0,0,false,0,0,11.0,15,1,1,7,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""CorridorA"",""RestrictedLab""]","[""TRAVERSE:CorridorA"",""TRAVERSE:RestrictedLab"",""ACT:Valve7""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,REACH_PUMP2_WITH_RECHARGE,c5e3c6a35774882b43260630cb7ca00008c1ea68ae145e421f01237065d5aefb,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,2,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T0,bcf7a38ed7273af98f9bca2cfeb56651658b826dc75a07fbfe8aad6a990dc2d7,false,GEOMETRY_COLLISION,Pump2,true,0,0,false,0,0,9.775136709761039,15,1,0,1,"[""Lobby"",""PumpRoom""]","[""Lobby"",""PumpRoom""]","[""TRAVERSE:PumpRoom"",""FAIL:GEOMETRY_COLLISION""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,REACH_PUMP2_WITH_RECHARGE,c5e3c6a35774882b43260630cb7ca00008c1ea68ae145e421f01237065d5aefb,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,2,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T1,c584658d039583c5f7b59f9341c8da98699f3140c76039dbf4513572d407c36e,false,BLOCKED_EDGE,Pump2,true,0,0,false,0,0,10.0,21,1,0,6,"[""Lobby"",""CorridorA"",""PumpRoom""]","[""Lobby"",""CorridorA"",""PumpRoom""]","[""TRAVERSE:CorridorA"",""TRAVERSE:PumpRoom"",""FAIL:BLOCKED_EDGE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,REACH_PUMP2_WITH_RECHARGE,c5e3c6a35774882b43260630cb7ca00008c1ea68ae145e421f01237065d5aefb,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,2,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T2,d5aadc4cffa3b9deeea2e844c5dfe3df21603738638fdf31687664584bbb81a8,false,BLOCKED_EDGE,Pump2,true,0,0,false,0,0,10.0,13,1,1,6,"[""Lobby"",""CorridorA"",""PumpRoom""]","[""Lobby"",""CorridorA"",""PumpRoom""]","[""TRAVERSE:CorridorA"",""TRAVERSE:PumpRoom"",""FAIL:BLOCKED_EDGE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,REACH_PUMP2_WITH_RECHARGE,c5e3c6a35774882b43260630cb7ca00008c1ea68ae145e421f01237065d5aefb,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,2,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3,59f474d45e6d06a60955086de89432957d0d1b1b7d6bc8c106fe8440cd477ec9,false,NO_ROUTE,Pump2,true,0,0,false,0,0,0.0,15,1,1,5,[],[],"[""FAIL:NO_ROUTE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,REACH_PUMP2_WITH_RECHARGE,c5e3c6a35774882b43260630cb7ca00008c1ea68ae145e421f01237065d5aefb,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,2,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4,bf729297c5149646e7358d135cbb5b87bbfeb61e8d5afa99bddb657471ca045c,false,NO_ROUTE,Pump2,true,0,0,false,0,0,0.0,17,1,1,5,[],[],"[""FAIL:NO_ROUTE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,REPLAN_ON_RESTRICTION,776b64617683755757b3e884d2ef5e5ca4ed909a5f2d3a93eba76ba5d6da3e50,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T0,69226e8484d852c61ce85d016c7b755d26d279d50063c16912b06639b4fa27ec,false,GEOMETRY_COLLISION,Valve7,true,0,0,false,0,0,11.13607155692902,15,1,0,1,"[""Lobby"",""RestrictedLab""]","[""Lobby"",""RestrictedLab""]","[""TRAVERSE:RestrictedLab"",""FAIL:GEOMETRY_COLLISION""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,REPLAN_ON_RESTRICTION,776b64617683755757b3e884d2ef5e5ca4ed909a5f2d3a93eba76ba5d6da3e50,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T1,7f6cc0405c2c45f2f55553d260e54fb31a37cc3eacd60fc4b6d02cedaddc4d3e,false,FORBIDDEN_REGION,Valve7,false,1,0,false,0,0,11.0,21,1,0,7,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""CorridorA"",""RestrictedLab""]","[""TRAVERSE:CorridorA"",""TRAVERSE:RestrictedLab"",""FAIL:FORBIDDEN_REGION""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,REPLAN_ON_RESTRICTION,776b64617683755757b3e884d2ef5e5ca4ed909a5f2d3a93eba76ba5d6da3e50,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T2,ee06401883e30af4be719844ef30bb73d7be52f0d10a34d776706f859edf0f94,false,FORBIDDEN_REGION,Valve7,false,1,0,false,0,0,11.0,13,1,1,7,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""CorridorA"",""RestrictedLab""]","[""TRAVERSE:CorridorA"",""TRAVERSE:RestrictedLab"",""FAIL:FORBIDDEN_REGION""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,REPLAN_ON_RESTRICTION,776b64617683755757b3e884d2ef5e5ca4ed909a5f2d3a93eba76ba5d6da3e50,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3,d98347c6ab2d676dfcbcf661bb58efc449f0e01667ce66c773445318d302551e,true,SUCCESS,Valve7,false,0,0,true,0,21,12.0,15,1,1,9,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""ElectricalRoom"",""RestrictedLab""]","[""TRAVERSE:ElectricalRoom"",""TRAVERSE:RestrictedLab"",""ACT:Valve7""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,REPLAN_ON_RESTRICTION,776b64617683755757b3e884d2ef5e5ca4ed909a5f2d3a93eba76ba5d6da3e50,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4,0be9e1043eeddc2dbcb0295f747f1a2fd455467435a316f2f393f78181b7cefc,true,SUCCESS,Valve7,false,0,0,true,0,21,12.0,16,1,1,9,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""ElectricalRoom"",""RestrictedLab""]","[""TRAVERSE:ElectricalRoom"",""TRAVERSE:RestrictedLab"",""ACT:Valve7""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,STORE_CARRIED_TOOL,0d690335c3d1c1462851b975a1f78cecec45a4e7039dc82b305599b9bb9c3f2e,NONE,0,[],[],true,2,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T0,6afe8fed3dfff564146b36469653db4fedb7b48779ed16a2f4d5acfb5ab461bd,false,INVALID_AFFORDANCE,ChargerLobby,false,0,1,false,0,0,0.0,15,1,0,1,"[""Lobby"",""Lobby""]","[""Lobby"",""Lobby""]","[""TRAVERSE:Lobby"",""FAIL:INVALID_AFFORDANCE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,STORE_CARRIED_TOOL,0d690335c3d1c1462851b975a1f78cecec45a4e7039dc82b305599b9bb9c3f2e,NONE,0,[],[],true,2,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T1,8806392dcf2c5ba4931bdcb3b841a029ba43853a96547299420a782484562abf,false,INVALID_AFFORDANCE,ChargerLobby,false,0,1,false,0,0,0.0,21,1,0,1,"[""Lobby""]","[""Lobby""]","[""FAIL:INVALID_AFFORDANCE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,STORE_CARRIED_TOOL,0d690335c3d1c1462851b975a1f78cecec45a4e7039dc82b305599b9bb9c3f2e,NONE,0,[],[],true,2,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T2,d73ca7db36cbc60c093634551bfaea733b1a009fd32c827f530839a6ffb76cec,false,UNSAFE_STORAGE,ToolCabinetLobby,false,0,0,false,0,0,0.0,13,1,1,1,"[""Lobby""]","[""Lobby""]","[""FAIL:UNSAFE_STORAGE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,STORE_CARRIED_TOOL,0d690335c3d1c1462851b975a1f78cecec45a4e7039dc82b305599b9bb9c3f2e,NONE,0,[],[],true,2,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3,a3b534372dab97376a6d94d542c31f8b8fd3345ac61f7162397fc7ae54c7688a,false,NO_SAFE_TARGET,,true,0,0,false,0,0,0.0,15,1,1,1,[],[],[],results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,111,STORE_CARRIED_TOOL,0d690335c3d1c1462851b975a1f78cecec45a4e7039dc82b305599b9bb9c3f2e,NONE,0,[],[],true,2,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4,6f3a394bacc7a3789d68401d0c75344188ee9f4b5fac8d6e7601e365e51030ac,false,NO_SAFE_TARGET,,true,0,0,false,0,0,0.0,17,1,1,1,[],[],[],results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,112,INSPECT_NEAREST_COOLANT,0c38370c17301ef84c2f574f5f932401166a48e78ccfb1ed4fcb02e98d89c94d,NONE,0,[],[],false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T0,325a2bf179f6bae37fbe8b4629dbdbc32fc9841809b1a3cad3d7591c16c98b19,false,INVALID_AFFORDANCE,ChargerLobby,false,0,1,false,0,0,0.0,15,1,0,1,"[""Lobby"",""Lobby""]","[""Lobby"",""Lobby""]","[""TRAVERSE:Lobby"",""FAIL:INVALID_AFFORDANCE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,112,INSPECT_NEAREST_COOLANT,0c38370c17301ef84c2f574f5f932401166a48e78ccfb1ed4fcb02e98d89c94d,NONE,0,[],[],false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T1,2b5bb62c659452500f63e6a3c05f706e3e724a0c310d3fa5e66b7e693dd652ce,false,INVALID_AFFORDANCE,ChargerLobby,false,0,1,false,0,0,0.0,21,1,0,1,"[""Lobby""]","[""Lobby""]","[""FAIL:INVALID_AFFORDANCE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,112,INSPECT_NEAREST_COOLANT,0c38370c17301ef84c2f574f5f932401166a48e78ccfb1ed4fcb02e98d89c94d,NONE,0,[],[],false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T2,c65674df5b906caf7684ffaa5b8d1bf8d8aa5b19f2b465d00fa86065b6fdfe49,false,STALE_GEOMETRY,Valve3,false,0,0,false,1,0,10.0,13,1,1,6,"[""Lobby"",""CorridorA"",""PumpRoom""]","[""Lobby"",""CorridorA"",""PumpRoom""]","[""TRAVERSE:CorridorA"",""TRAVERSE:PumpRoom"",""FAIL:STALE_GEOMETRY""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,112,INSPECT_NEAREST_COOLANT,0c38370c17301ef84c2f574f5f932401166a48e78ccfb1ed4fcb02e98d89c94d,NONE,0,[],[],false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3,c4bee6b933bd0eb792b48c0e7ed99b4a9791ac3e491b75d4b64d9e31208581ee,true,SUCCESS,Valve3,false,0,0,false,0,0,10.0,15,2,1,6,"[""Lobby"",""CorridorA"",""PumpRoom""]","[""Lobby"",""CorridorA"",""PumpRoom""]","[""REFRESH_GEOMETRY:Valve3"",""TRAVERSE:CorridorA"",""TRAVERSE:PumpRoom"",""ACT:Valve3""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,112,INSPECT_NEAREST_COOLANT,0c38370c17301ef84c2f574f5f932401166a48e78ccfb1ed4fcb02e98d89c94d,NONE,0,[],[],false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4,98b744e19d9eab16d29076541a3aa59c591b44ab0c7f3010889a15ac18cfc6de,true,SUCCESS,Valve3,false,0,0,false,0,0,10.0,15,2,1,6,"[""Lobby"",""CorridorA"",""PumpRoom""]","[""Lobby"",""CorridorA"",""PumpRoom""]","[""REFRESH_GEOMETRY:Valve3"",""TRAVERSE:CorridorA"",""TRAVERSE:PumpRoom"",""ACT:Valve3""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
