run,seed,mission,case_sha256,event_stratum,event_count,event_types_json,event_payloads_json,history_present,history_event_count,instruction,case_source_path
a,119,INSPECT_VALVE7_WITH_ALTERNATE,51002826ead55a0f9229babe591a4335235ebad097eb5899e6b4f81d4ca4b33f,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,119,REACH_PUMP2_WITH_RECHARGE,828e43cdeb4fd1b620b0974bc4e6ef288f4d64c9db296de9fab0c77a2cd837fe,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,119,REPLAN_ON_RESTRICTION,0e956940f33db76afa31571d46c3f7fa7f0e0b22e8e95a047036e39275d63b53,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,119,STORE_CARRIED_TOOL,6dc2985ac7c0b5b926b6e5330c6eda073c5e3492c0892936e26ff6c817eeef78,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,120,INSPECT_NEAREST_COOLANT,2d1329795ab8686336aa8c3dea1a3b673e4401d1099eef9bad62d8657b2ef0f9,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,2,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,120,INSPECT_VALVE7_WITH_ALTERNATE,274d734c3633071038579a70267014e91ff9c174a53f5a93624f453512591980,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,120,REACH_PUMP2_WITH_RECHARGE,327441fadc0f166c597054f6d6c85e5e57eb94dc642afbfe8351c60a6362731c,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",true,2,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,120,REPLAN_ON_RESTRICTION,195108e426dd552a3fbf4485ee7b1c70913b0cb5c1a25d2c4fc4e077a4e7a32f,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,2,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,120,STORE_CARRIED_TOOL,d8934e9188e4edde110ff2c70171fe5c6eeb2973d69262b63e2b1d6932782359,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,121,INSPECT_NEAREST_COOLANT,51bc8ad1f939481601ed66dba14ae333b12e2305343c3c33ba37ed22b84f03ab,NONE,0,[],[],false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,121,INSPECT_VALVE7_WITH_ALTERNATE,14e563c3d3442c0750c23c529aed44b892c943c329d8b2e63a4e1e80c93313ee,NONE,0,[],[],true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,121,REACH_PUMP2_WITH_RECHARGE,debf777b9dddb0d97cb976651be400ccf0f33182a8a6bb666b9b895d682a4c3f,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,121,REPLAN_ON_RESTRICTION,b61b2894ef0215dd85f4aeaf293c86d73815b77ae782dc569673748999ca1ae4,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,121,STORE_CARRIED_TOOL,8cfb61462e49d87986bc58c798d5a0525dba12f791694a3bc2644b3eeb614bbb,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,122,INSPECT_NEAREST_COOLANT,1906cbd47bd0363eda550c1e54d1fed523b4fb4f4c806218f65ccf68dccb761a,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,122,INSPECT_VALVE7_WITH_ALTERNATE,dae79be67ed74559652da96dbbbede42a0ee069292c6511c77761d9fd915daa9,NONE,0,[],[],true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,122,REACH_PUMP2_WITH_RECHARGE,d52dfa3e277580e83c99d57f225b35d9b0a68f6d5dade79afad3937da04cc30f,NONE,0,[],[],false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,122,REPLAN_ON_RESTRICTION,7ae5ceb1037883ac7e43baabd2998f8b86fb4cd25646a046df756263fdeeb566,ROOM_RESTRICTED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,122,STORE_CARRIED_TOOL,761600bcf7a4e3c3dd0de612e1dbd504d51055cd22720d14958a4ad6655f2d31,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,123,INSPECT_NEAREST_COOLANT,315e20526a715377342619ed867e4894dd2f50bbce70dd1bcf7f41498adb0ca5,NONE,0,[],[],true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,123,INSPECT_VALVE7_WITH_ALTERNATE,44e2464796be081283b00ddd264dae462fc8fe7cdc41ec2a0d481b77836027e3,NONE,0,[],[],true,2,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,123,REACH_PUMP2_WITH_RECHARGE,a5566d239c748a669511025c15a63a9af4475e57c404c0d6968a8a6497aa6c74,NONE,0,[],[],true,2,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,123,REPLAN_ON_RESTRICTION,5ff548270c42f2e682fff60cef1313521b1c512f1434fca195149ad39f7814d3,ROOM_RESTRICTED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,123,STORE_CARRIED_TOOL,567d7c5b0017c6f064012e25ace35d675cc889aa7b815c123e0ec0985d567f5f,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,124,INSPECT_NEAREST_COOLANT,b1ac079343e948fc3eb9815bd0a668b105610b32a6b370042cecd42b7fd7e761,NONE,0,[],[],true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,124,INSPECT_VALVE7_WITH_ALTERNATE,d0ae5e919948e1e9292b1ed2bfd140c3832d4d33eb3e8e674922372c04ee2680,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,124,REACH_PUMP2_WITH_RECHARGE,f265b6e6f5b5d6a397921435d30dcc53a0f478d006d8aa1c0f40d6ec60ec545b,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,124,REPLAN_ON_RESTRICTION,2cae5f9eadc787c0ffaad36690720f49bb2a2b2a6c689229530f567ac485fdcc,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,124,STORE_CARRIED_TOOL,9e86543aa9960f5922ca3f00a6d9c3a33902b7f88d5f47cbcf6b7644bbf14268,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,125,INSPECT_NEAREST_COOLANT,bdba7e04ff6c9d6361f4c8c428b46699e4eef030cbb4cb371da0b71cfff8f3c3,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,125,INSPECT_VALVE7_WITH_ALTERNATE,7f5ebdc49539aa4e256e679d80e2bf62f51cabc3bbb02acb53a84ce57c62e513,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,125,REACH_PUMP2_WITH_RECHARGE,e2bee4237724adb1266cb812c4b0034745abb4bb99327233aa7f058a9cca0944,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,125,REPLAN_ON_RESTRICTION,1158d7071bbbc49c586123e1a4801c74e76a402a71a4c24b6765ddacbfe3b160,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,125,STORE_CARRIED_TOOL,dec43d7ae094d92dc827c65739980ed8aae04f229de415bd6554cfc5b78fa222,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,126,INSPECT_NEAREST_COOLANT,5352817118340473c13b0b0f67757ff011eaeb76bd948bff797818c0bae0929a,NONE,0,[],[],true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,126,INSPECT_VALVE7_WITH_ALTERNATE,5db8355a061eb63cf38eb652f0075d2f8cb3b69349602d81f0725c35def900f9,NONE,0,[],[],true,2,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,126,REACH_PUMP2_WITH_RECHARGE,9a787c21fbbbeb35fc8fbc2497cd2ab27ad2a24429e94b13949384f5e2cd3233,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,126,REPLAN_ON_RESTRICTION,9c08bd7af2644e9f0c52720b93b4ad7fe56572f54af30445142b51f09e2d2a7e,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,126,STORE_CARRIED_TOOL,d3726d944e147144606ed8ac3ed366381657ed2839245eff6df66d9ecc52e2a0,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,2,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,127,INSPECT_NEAREST_COOLANT,8db2708c3e06c6179d6e0c901ddd3c8a227b29ea69b7c3c22def6d39134063dc,NONE,0,[],[],true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,127,INSPECT_VALVE7_WITH_ALTERNATE,121cb8405dd372c1ca4a46744b3634fcf2ea68cebb649f8c38298a5cf2768c3e,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,127,REACH_PUMP2_WITH_RECHARGE,fe26d7ebec47ce2f09e89a791b7e5512c14d414ff9e9851c7f621c1ce90ba05f,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,127,REPLAN_ON_RESTRICTION,723105bf951102e5c4b097ea6b9b91c99d6105871be20f3e618fdcbc168caea6,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,127,STORE_CARRIED_TOOL,03b77aaaf3bc567c884dc2b6cd74659a42f24e8fe721ae6973dcc10441adaee0,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,128,INSPECT_NEAREST_COOLANT,e130e75067875343ed75b17ef96edcaec7a68317286f8389763949eeb9f50883,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,128,INSPECT_VALVE7_WITH_ALTERNATE,9379f8234996c82d482fe0e4b5789332824e844cc22f896a448f0b3ccc6661d0,NONE,0,[],[],false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,128,REACH_PUMP2_WITH_RECHARGE,2295b103464c80990004ad3b9f93b631afa8f4a238dd4d6a731e43da94253ed3,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,128,REPLAN_ON_RESTRICTION,c7671edd176be1e63cd4175c810ad8825433c1736d28efcbcea5016173753732,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,128,STORE_CARRIED_TOOL,cc1ffa40afe4fcfadd173e6990fa71d57c40d8c62718470204f415c1c6ddc54b,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,129,INSPECT_NEAREST_COOLANT,dafdcbfb7eceab835c825296dada974a55096309a1f4508b5c8ec237fe864d77,NONE,0,[],[],true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,129,INSPECT_VALVE7_WITH_ALTERNATE,7480c0dd9e08c8696faee9f7bfeafeb46a246b2b88d9b56e3b19d257453e12e6,NONE,0,[],[],true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,129,REACH_PUMP2_WITH_RECHARGE,49ded8f28d6458965ed288b54df04c5e8100db97eaa35b2108c36356a53ba056,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,2,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,129,REPLAN_ON_RESTRICTION,9683f56a7d06dad92db1b266afc696e2e11d71a463397d931e7fbdac0fb9339a,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,129,STORE_CARRIED_TOOL,730150dfa8c6bef1953865faed923a6c66b81931318cc8bf5939785df20e819f,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,130,INSPECT_NEAREST_COOLANT,31bdd12e2976defd7ccac4c1c01b4db4a91b498c2ecd115408d38e9febe10280,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,130,INSPECT_VALVE7_WITH_ALTERNATE,1270b2f7b6e51108ea37ead551e6a9f9f96519d6f9ebabc38791285918fedcb0,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,130,REACH_PUMP2_WITH_RECHARGE,40fea005c66ea76724cb57202a548f2a03fbcb3537f7d9ae4373c983fb55697e,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,130,REPLAN_ON_RESTRICTION,06b8ddd561beb58365dcd5d80d47a78873be2b86efeaa0d00ca0fe37f0384dd2,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,130,STORE_CARRIED_TOOL,c936439dc8c07512831146ba89d65ca2dfe6859f2845f13977e3973093b890d2,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,131,INSPECT_NEAREST_COOLANT,53d014d2cefefa19bc54df96c787c3db2dac195651acba97817ae2d59b6c82f6,NONE,0,[],[],true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,131,INSPECT_VALVE7_WITH_ALTERNATE,9d885de6d7b38ae9075760bbb279055c2bf23219483c21cedae555f65d37a7c5,NONE,0,[],[],true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,131,REACH_PUMP2_WITH_RECHARGE,a4c2a07176f936d170a28bdb36548a547043214e8adeeb6a851a2660aab227fc,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,131,REPLAN_ON_RESTRICTION,505b37310a0e2ab0126c036ad222013cd1425b6d2f4cd52b9cd643956db8943e,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,131,STORE_CARRIED_TOOL,7dda8e265ac4c38fa878a93e161c346498278ef5c9db73120f2628e3e05d62ab,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,132,INSPECT_NEAREST_COOLANT,9a1e2339c71c04b1d96bf6de1162d557ace3e11f4e36913adeb875208c521fcc,NONE,0,[],[],false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,132,INSPECT_VALVE7_WITH_ALTERNATE,3b0207c8f9d144408af0bd8103c24065b88f3f217fbeecada468b7e517a23c63,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,132,REACH_PUMP2_WITH_RECHARGE,c3547d967b19858c13bf29f750ba05c94d4e7a44357eded3b9e8ce24ee05ff08,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,132,REPLAN_ON_RESTRICTION,21e6c0745f479b9667793939ea8d2a60f2e9e2bdab0d9ca8edaa8223fda7f92b,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,2,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,132,STORE_CARRIED_TOOL,41497315b3ee18a204fed9ecdb4075da02b10c0803c7c16d0cda3e327f489a74,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,133,INSPECT_NEAREST_COOLANT,1b48e4ab2679d8530c6ad678957c51aa7ab246f892a3e42d9abd4011f79dcdcd,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,133,INSPECT_VALVE7_WITH_ALTERNATE,195d043e08bed102782022c7fcaacee95218b41c9c6f2de2a05941c97e5aaef6,NONE,0,[],[],true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,133,REACH_PUMP2_WITH_RECHARGE,eb9a9347b033dc5d37bc85ce9ed2965bde60f57b12e794b4cb6ea0ab54826c16,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,133,REPLAN_ON_RESTRICTION,840ff342f735b2444a4fc771f15484c0a004cddc1fc0b63fa47057c8dcf077ff,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,133,STORE_CARRIED_TOOL,b709cad17a83b552532a143697ef6a1ce8ac4c94317f6f9aeeced1aaad944764,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,134,INSPECT_NEAREST_COOLANT,8e35c316d38a07775167dca4a68a531f17d3781bbbda590972b39b7c5acd0709,NONE,0,[],[],true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,134,INSPECT_VALVE7_WITH_ALTERNATE,408b361c8ea161eb31a08f60c621377046bafd3ec974d9e133e068f1d9252c87,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,134,REACH_PUMP2_WITH_RECHARGE,207aec06e26289657d7f08ab3570e9539b809a26a4a49ece07853fae6965721a,NONE,0,[],[],false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,134,REPLAN_ON_RESTRICTION,cc35f4e993749b4fa7eff65bd7b426765f8473a8be5897b33d0c31aad8ba5fed,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,134,STORE_CARRIED_TOOL,2f690be2ab944843dcbc23e40472ac7d57a156492fe0e6a60525819e799323f8,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,135,INSPECT_NEAREST_COOLANT,a6cb57fdf95a560e7232d50cb9ba1129525a9c031219876ccf05edd7b8daa7b5,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,135,INSPECT_VALVE7_WITH_ALTERNATE,13ede58a2baaab70f22c9aca1c99c2480467dcacd8987cacd8765ad5e606c9eb,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,2,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,135,REACH_PUMP2_WITH_RECHARGE,b034403a61dd195aca83d792d5187e0b7390783cd079d0a8bbc8780f4b3517f4,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,135,REPLAN_ON_RESTRICTION,ef4f51c5df079cd679e6372d110b6018075c731d5ab0e60d721fa766ef02e67b,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",false,0,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
a,135,STORE_CARRIED_TOOL,809a437d6e43033b740be00d4a6734607fd91aca88cfeca8111fb37958d9a1c5,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",true,2,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl
