run,seed,mission,case_sha256,event_stratum,event_count,event_types_json,event_payloads_json,history_present,history_event_count,instruction,case_source_path,contrast,higher_variant,lower_variant,higher_success,lower_success,paired_success_difference,higher_outcome_sha256,lower_outcome_sha256
a,125,REPLAN_ON_RESTRICTION,1158d7071bbbc49c586123e1a4801c74e76a402a71a4c24b6765ddacbfe3b160,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,0,0,0,6b67a1a160e5a83cfebbacd30a6ed412c5c6b7fadbc4db85eed3ca50b0ffcea8,318430a7832b244847b3761cab4893d77153f86904f3e3d647be7597d6b0aee7
a,125,REPLAN_ON_RESTRICTION,1158d7071bbbc49c586123e1a4801c74e76a402a71a4c24b6765ddacbfe3b160,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,0,0,0,8628abb1cd28b273a699cfcf12e12d76cd19a480a5a2631e9b610bf70da1e85b,6b67a1a160e5a83cfebbacd30a6ed412c5c6b7fadbc4db85eed3ca50b0ffcea8
a,125,STORE_CARRIED_TOOL,dec43d7ae094d92dc827c65739980ed8aae04f229de415bd6554cfc5b78fa222,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,dcaa85f7d99244f3818d4187cffe1dade21a286f0af1dcfce15f6279a6c26002,b51f87c61e31bd5a5819b145e442259217345c85a6d03586cd51ce3dc0ce1766
a,125,STORE_CARRIED_TOOL,dec43d7ae094d92dc827c65739980ed8aae04f229de415bd6554cfc5b78fa222,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,490c67a0531803afaffb0c0ec4222c2aae377dcaf2bb6148341ea329967e72d8,dcaa85f7d99244f3818d4187cffe1dade21a286f0af1dcfce15f6279a6c26002
a,126,INSPECT_NEAREST_COOLANT,5352817118340473c13b0b0f67757ff011eaeb76bd948bff797818c0bae0929a,NONE,0,[],[],true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,d5a33bcf9b15d5c233994d1977a699b37374029e28b27fca07485cec6c9279bb,0c6fd1eca511936b13a0ced3e0e82fdfc73e8d7506b952ab2cddcabcc1a9d697
a,126,INSPECT_NEAREST_COOLANT,5352817118340473c13b0b0f67757ff011eaeb76bd948bff797818c0bae0929a,NONE,0,[],[],true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,aafc062e3eed9ac4038b57d10e113c754ef079eeb8d23b32622fd0fbc53bee7b,d5a33bcf9b15d5c233994d1977a699b37374029e28b27fca07485cec6c9279bb
a,126,INSPECT_VALVE7_WITH_ALTERNATE,5db8355a061eb63cf38eb652f0075d2f8cb3b69349602d81f0725c35def900f9,NONE,0,[],[],true,2,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,0,0,0,f241df1198cc27a87472c29e9bc5ad365e91cd1e11dfb527412ca6d7e2273af1,59148dd18993d34df902be252e195148dcd13e938078e48fc6b02015919faf29
a,126,INSPECT_VALVE7_WITH_ALTERNATE,5db8355a061eb63cf38eb652f0075d2f8cb3b69349602d81f0725c35def900f9,NONE,0,[],[],true,2,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,0,1,f8df5fba4a1c69e46624dddcad441a89a6452dddf3d472206486d3d8f4a7a0a3,f241df1198cc27a87472c29e9bc5ad365e91cd1e11dfb527412ca6d7e2273af1
a,126,REACH_PUMP2_WITH_RECHARGE,9a787c21fbbbeb35fc8fbc2497cd2ab27ad2a24429e94b13949384f5e2cd3233,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,e735eed351d51e1e377479cb1d4f096aabf3fca78969f15e2728815c7abe9f5f,8e14ee6790f2d6c68f2f6b0a8b8a9da250aad7e1cdb38b02a68ca42bed419714
a,126,REACH_PUMP2_WITH_RECHARGE,9a787c21fbbbeb35fc8fbc2497cd2ab27ad2a24429e94b13949384f5e2cd3233,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,d03381958e5ec7f6a48ec58492ac335ed94391da7963763a53436bc2b09bb1c3,e735eed351d51e1e377479cb1d4f096aabf3fca78969f15e2728815c7abe9f5f
a,126,REPLAN_ON_RESTRICTION,9c08bd7af2644e9f0c52720b93b4ad7fe56572f54af30445142b51f09e2d2a7e,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,a1bbbf67231a5b19701fc143e097e78f88a46fbb1d58258cd4301863dc2135e3,ec430edd0f50ffa083aa65932a167004ecbd6499b4bd999440b4cf597da97087
a,126,REPLAN_ON_RESTRICTION,9c08bd7af2644e9f0c52720b93b4ad7fe56572f54af30445142b51f09e2d2a7e,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,51f8fcc755d275b6a43ee19a636df88c129edacc4ef3d475e9385bc95a68b872,a1bbbf67231a5b19701fc143e097e78f88a46fbb1d58258cd4301863dc2135e3
a,126,STORE_CARRIED_TOOL,d3726d944e147144606ed8ac3ed366381657ed2839245eff6df66d9ecc52e2a0,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,2,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,a6d691a5b5dbb26cbebbb64d7dc8cec08b5f5c734fb67b28de3a1de1ec1220af,1d204a808f7f6d6df4399894fe2cb7a00926ed1b0059748b4ca5e05b97a7617f
a,126,STORE_CARRIED_TOOL,d3726d944e147144606ed8ac3ed366381657ed2839245eff6df66d9ecc52e2a0,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,2,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,f360fb2719ed12a65c8d6aac5129ad5259443dd329caafbabaddc9acbcc0b491,a6d691a5b5dbb26cbebbb64d7dc8cec08b5f5c734fb67b28de3a1de1ec1220af
a,127,INSPECT_NEAREST_COOLANT,8db2708c3e06c6179d6e0c901ddd3c8a227b29ea69b7c3c22def6d39134063dc,NONE,0,[],[],true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,e90880730da905ebe3de08cb4d7222210149c5fda72047ed0938e1e302347d82,6440f07df167d4d69acf7edb3341007ff2bfdb7277852e96022c82b935dd3e07
a,127,INSPECT_NEAREST_COOLANT,8db2708c3e06c6179d6e0c901ddd3c8a227b29ea69b7c3c22def6d39134063dc,NONE,0,[],[],true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,337ccef07a9f70f73074d4dcda391c72ce78333c919a83d05a1ecd094468c313,e90880730da905ebe3de08cb4d7222210149c5fda72047ed0938e1e302347d82
a,127,INSPECT_VALVE7_WITH_ALTERNATE,121cb8405dd372c1ca4a46744b3634fcf2ea68cebb649f8c38298a5cf2768c3e,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,c437b9d85494a6ee9e63c25dae0cf749c01c21f3cc3c0c0990dc92a466f4466d,c8c54553c3dea9c31d9bc36993dc1b4dfc91b6164311300bbf3614aef608eb2d
a,127,INSPECT_VALVE7_WITH_ALTERNATE,121cb8405dd372c1ca4a46744b3634fcf2ea68cebb649f8c38298a5cf2768c3e,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,2d04d601d3747889d155afe84c81fd683120aa939b9afd4824438e1a55171a7f,c437b9d85494a6ee9e63c25dae0cf749c01c21f3cc3c0c0990dc92a466f4466d
a,127,REACH_PUMP2_WITH_RECHARGE,fe26d7ebec47ce2f09e89a791b7e5512c14d414ff9e9851c7f621c1ce90ba05f,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,bd5f595b743f98407c9c39ae2263c03cf8f390b6f7510350470aa956871b3cc9,e7c9936cee6efd5a834c97e0df2244cbfcdba570503abde599b759e45bb76e76
a,127,REACH_PUMP2_WITH_RECHARGE,fe26d7ebec47ce2f09e89a791b7e5512c14d414ff9e9851c7f621c1ce90ba05f,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,a398ff343babd4fd1fc00a9490f99448eea6941a8655445871867c532f698dcd,bd5f595b743f98407c9c39ae2263c03cf8f390b6f7510350470aa956871b3cc9
a,127,REPLAN_ON_RESTRICTION,723105bf951102e5c4b097ea6b9b91c99d6105871be20f3e618fdcbc168caea6,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,e2adf03916185ffe850e4fdbd2386c4a2070b576fb91727b85e7d6a065271149,412dafd94c36095be251600b1ed3496deecbfbc7e1d37825f894043456283ede
a,127,REPLAN_ON_RESTRICTION,723105bf951102e5c4b097ea6b9b91c99d6105871be20f3e618fdcbc168caea6,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,bfc7f5cf59f983952482c10ea731de319dedfca86488761e15b9f186c580f7b5,e2adf03916185ffe850e4fdbd2386c4a2070b576fb91727b85e7d6a065271149
a,127,STORE_CARRIED_TOOL,03b77aaaf3bc567c884dc2b6cd74659a42f24e8fe721ae6973dcc10441adaee0,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,8df109432fa8d796631c8b778b9f15a0deea9352ea1d9594199893b25b51f78f,3ff4c5f8b8972830d7b1d32674d8293badb6b395a452a17c03f1b8dc66edf86c
a,127,STORE_CARRIED_TOOL,03b77aaaf3bc567c884dc2b6cd74659a42f24e8fe721ae6973dcc10441adaee0,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,acfee63e82c4ed1b4d87486b77d094ba656512b33281ec01f26717036b6f9b31,8df109432fa8d796631c8b778b9f15a0deea9352ea1d9594199893b25b51f78f
a,128,INSPECT_NEAREST_COOLANT,e130e75067875343ed75b17ef96edcaec7a68317286f8389763949eeb9f50883,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,0,0,0,bb51c861c130776d223f1d8b44431c23588660e00aa94b8cf9ead29eb6a61928,bf2c707f3187d91ea3d089aa6ebcef4e8d2104f179eb395539b650f8b49bc20d
a,128,INSPECT_NEAREST_COOLANT,e130e75067875343ed75b17ef96edcaec7a68317286f8389763949eeb9f50883,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,0,0,0,a41d350c642bb527479048fa5117afcd2dab99b63596dc5de429e2c5189bae42,bb51c861c130776d223f1d8b44431c23588660e00aa94b8cf9ead29eb6a61928
a,128,INSPECT_VALVE7_WITH_ALTERNATE,9379f8234996c82d482fe0e4b5789332824e844cc22f896a448f0b3ccc6661d0,NONE,0,[],[],false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,c1224f425fd479510b32157e087c7393217985c2724e086b976799752c7c0664,ee197e780a048592ef8c73b689e7f2454f46e7565acf71f6f7b896d3c8b8f17a
a,128,INSPECT_VALVE7_WITH_ALTERNATE,9379f8234996c82d482fe0e4b5789332824e844cc22f896a448f0b3ccc6661d0,NONE,0,[],[],false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,74b58f213baee3ce4e32956d274b74f71f1e9986617b04f5b0b2b6273085b10e,c1224f425fd479510b32157e087c7393217985c2724e086b976799752c7c0664
a,128,REACH_PUMP2_WITH_RECHARGE,2295b103464c80990004ad3b9f93b631afa8f4a238dd4d6a731e43da94253ed3,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,b9d479d5994483eb03e8622f9d46ea322aac64441fdb49285e9c225fc325f047,4bc0dc76db99441557aaded71dad75293db0a091d076313e8085db5cdfde5005
a,128,REACH_PUMP2_WITH_RECHARGE,2295b103464c80990004ad3b9f93b631afa8f4a238dd4d6a731e43da94253ed3,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,c3494c3d4073e267e1a562e6ade159a1412ff498dfb448fb3cd0b9eb5ebcb85f,b9d479d5994483eb03e8622f9d46ea322aac64441fdb49285e9c225fc325f047
a,128,REPLAN_ON_RESTRICTION,c7671edd176be1e63cd4175c810ad8825433c1736d28efcbcea5016173753732,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,79c5491a9f0a9eca03ad5c10de967dc210e0799ecd073fabfed421fa3a33be96,550c3280dd35eefe1ab5b82ce55449db32680e25f6d182ddd06e00b84836042f
a,128,REPLAN_ON_RESTRICTION,c7671edd176be1e63cd4175c810ad8825433c1736d28efcbcea5016173753732,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,daf95504535ba9b7335cf4afa20a13b31ebb540e05c9b76d1f69ab1377e12beb,79c5491a9f0a9eca03ad5c10de967dc210e0799ecd073fabfed421fa3a33be96
a,128,STORE_CARRIED_TOOL,cc1ffa40afe4fcfadd173e6990fa71d57c40d8c62718470204f415c1c6ddc54b,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,d269516ac780f6708c3637908a8c4150f3e0f47e10bb3350b6119c1b013b2928,d04781b66033107c46a4c48064a3ef2006d0fc6dbe04664bdf536faf2ff2c5a3
a,128,STORE_CARRIED_TOOL,cc1ffa40afe4fcfadd173e6990fa71d57c40d8c62718470204f415c1c6ddc54b,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,56db574259ca9a5cbe6de19628030b133b24ce0682f4d95d6bc0a8c97f322b41,d269516ac780f6708c3637908a8c4150f3e0f47e10bb3350b6119c1b013b2928
a,129,INSPECT_NEAREST_COOLANT,dafdcbfb7eceab835c825296dada974a55096309a1f4508b5c8ec237fe864d77,NONE,0,[],[],true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,2dd4323f7f638901631815d5b889d0a0857f7760c06705e796526eaef5cf4e70,1baa819052940f36c09df5020e3cc62fb7a67faa02f1587ad56cf97c4d8ff5b7
a,129,INSPECT_NEAREST_COOLANT,dafdcbfb7eceab835c825296dada974a55096309a1f4508b5c8ec237fe864d77,NONE,0,[],[],true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,3d1e626a2f6485ae9a922af19b2b2e591051ebf0abbcde83def525800a84800e,2dd4323f7f638901631815d5b889d0a0857f7760c06705e796526eaef5cf4e70
a,129,INSPECT_VALVE7_WITH_ALTERNATE,7480c0dd9e08c8696faee9f7bfeafeb46a246b2b88d9b56e3b19d257453e12e6,NONE,0,[],[],true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,0,0,0,d95fadd54623e491806ea6c36cfd6464b9f4e3f73d97a4507fac7c9ef7d0568d,810668b863d8d797eeb5da60b7ff2e38681c9eaa7d1907c2d611380290587270
a,129,INSPECT_VALVE7_WITH_ALTERNATE,7480c0dd9e08c8696faee9f7bfeafeb46a246b2b88d9b56e3b19d257453e12e6,NONE,0,[],[],true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,0,1,2e03cf0219c92cd3b473adea6e7bc8ce766d3726ec84b4c2a8b9b679ac4e5bf5,d95fadd54623e491806ea6c36cfd6464b9f4e3f73d97a4507fac7c9ef7d0568d
a,129,REACH_PUMP2_WITH_RECHARGE,49ded8f28d6458965ed288b54df04c5e8100db97eaa35b2108c36356a53ba056,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,2,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,0,0,0,d853b2c1b9fb1cac66f859587a4ca7250721990c1d44ae8c5070969371562048,bf3efc4be31f38d0f125fc0568563f18a8f87425eefa04782a4e3d0643d7c697
a,129,REACH_PUMP2_WITH_RECHARGE,49ded8f28d6458965ed288b54df04c5e8100db97eaa35b2108c36356a53ba056,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,2,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,0,0,0,4113a81dddd0c82faeb3800a073d63b1fe2f07ea18b0f8101120cf027cfd2aee,d853b2c1b9fb1cac66f859587a4ca7250721990c1d44ae8c5070969371562048
a,129,REPLAN_ON_RESTRICTION,9683f56a7d06dad92db1b266afc696e2e11d71a463397d931e7fbdac0fb9339a,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,1e1339871904d761e1baac3591f3c2d9c93c6d0a3114e1ab17e5fa956a837f80,a4f3631dfa806d7066885e3ed9d9f48cc3dd73643def414a0c5afa464ca67b7b
a,129,REPLAN_ON_RESTRICTION,9683f56a7d06dad92db1b266afc696e2e11d71a463397d931e7fbdac0fb9339a,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,014987cf51170bda481c9d128714b5eea9b54256049328af790bf00795fed67b,1e1339871904d761e1baac3591f3c2d9c93c6d0a3114e1ab17e5fa956a837f80
a,129,STORE_CARRIED_TOOL,730150dfa8c6bef1953865faed923a6c66b81931318cc8bf5939785df20e819f,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,55afe78862fa7caff11da5721843cfa3a4183abdd13b1077835cf34a8c6fea79,e853d4b0990e728eaa2eddc3ecaa0aeca917f9d6472bc0853b1be8a7aeb1479f
a,129,STORE_CARRIED_TOOL,730150dfa8c6bef1953865faed923a6c66b81931318cc8bf5939785df20e819f,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,0856975d7842e25b56a99d3a316693acf9d4ab4f059323d84f66d966323b8567,55afe78862fa7caff11da5721843cfa3a4183abdd13b1077835cf34a8c6fea79
a,130,INSPECT_NEAREST_COOLANT,31bdd12e2976defd7ccac4c1c01b4db4a91b498c2ecd115408d38e9febe10280,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,f463b7e669f183ef64af89b38329d8e1e62a8f2c6a2725e7662ada54df181ad8,e288439d3bbfe96083e309df4c3424ccce1e10f31187978897e92826f6178439
a,130,INSPECT_NEAREST_COOLANT,31bdd12e2976defd7ccac4c1c01b4db4a91b498c2ecd115408d38e9febe10280,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,9d54630755ac9fc760047c9aef0bef1be239607b32c5515bcc0b92edea149576,f463b7e669f183ef64af89b38329d8e1e62a8f2c6a2725e7662ada54df181ad8
a,130,INSPECT_VALVE7_WITH_ALTERNATE,1270b2f7b6e51108ea37ead551e6a9f9f96519d6f9ebabc38791285918fedcb0,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,0,0,0,6d9c155fb08dbe81ca0d9a4c9f19e44067e5dffb4f74ced522a4922f7cd4e1dd,376767ff2ed765587697247756d5f9a04ac5a931e9ea75ec8dc46cd926a09de6
a,130,INSPECT_VALVE7_WITH_ALTERNATE,1270b2f7b6e51108ea37ead551e6a9f9f96519d6f9ebabc38791285918fedcb0,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,0,0,0,73743d4ce0c318cfce86842c726e6c165a767bec914b92819ce8e010cbe80092,6d9c155fb08dbe81ca0d9a4c9f19e44067e5dffb4f74ced522a4922f7cd4e1dd
a,130,REACH_PUMP2_WITH_RECHARGE,40fea005c66ea76724cb57202a548f2a03fbcb3537f7d9ae4373c983fb55697e,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,93d0329db5038e78bbad29de7c52b746a1590ab4ff461662e545843f34e362fe,55af6ed912e93c4c736cb9b280e27f4ab9033685859ebe824dee529567afe5cd
a,130,REACH_PUMP2_WITH_RECHARGE,40fea005c66ea76724cb57202a548f2a03fbcb3537f7d9ae4373c983fb55697e,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,efe8813612d641142aa12e330e3d02f7c51af6812832e31d2ecf5e3d317c282a,93d0329db5038e78bbad29de7c52b746a1590ab4ff461662e545843f34e362fe
a,130,REPLAN_ON_RESTRICTION,06b8ddd561beb58365dcd5d80d47a78873be2b86efeaa0d00ca0fe37f0384dd2,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,0,0,0,3f81d5a67e09cd665f06b961a4df77198e8d13e3dd748cb22883d7561432ccf2,006348d4c6dad4a5c35dd712cc97144f44e2b03017410226ea44c120b9ea3f91
a,130,REPLAN_ON_RESTRICTION,06b8ddd561beb58365dcd5d80d47a78873be2b86efeaa0d00ca0fe37f0384dd2,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,0,0,0,cc771806997ec141e31ac24b7e264871ac4f1afa65c775e11631f496c483a08f,3f81d5a67e09cd665f06b961a4df77198e8d13e3dd748cb22883d7561432ccf2
